,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,List Name
10,11,10,91,0,0,1501173219,9781501173219,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.,0.0,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,by Anthony Doerr,,https://storage.googleapis.com/du-prd/books/images/9781476746586.jpg,128,192,http://www.amazon.com/All-Light-We-Cannot-See/dp/1476746583?tag=NYTBSREV-20,,,,https://www.nytimes.com/2014/05/11/books/review/all-the-light-we-cannot-see-by-anthony-doerr.html,,"[{'isbn10': '', 'isbn13': ''}, {'isbn10': '1476746583', 'isbn13': '9781476746586'}, {'isbn10': '1410470229', 'isbn13': '9781410470225'}, {'isbn10': '1476746591', 'isbn13': '9781476746593'}, {'isbn10': '1501122835', 'isbn13': '9781501122835'}, {'isbn10': '0007548699', 'isbn13': '9780007548699'}, {'isbn10': '1501173219', 'isbn13': '9781501173219'}, {'isbn10': '1668017342', 'isbn13': '9781668017340'}, {'isbn10': '144236937X', 'isbn13': '9781442369375'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/All-Light-We-Cannot-See/dp/1476746583?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781501173219?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501173219'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FALL%2BTHE%2BLIGHT%2BWE%2BCANNOT%2BSEE%2FAnthony%2BDoerr%2F9781501173219'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781501173219'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781501173219?aff=NYT'}]",nyt://book/2c80e480-206a-54fd-8a16-6b297549ce15,Combined Print and E-Book Fiction
11,12,13,5,0,0,0316402486,9780316402484,"Little, Brown","The 32nd book in the Alex Cross series. When a jet is gunned down, Cross goes back into action.",0.0,ALEX CROSS MUST DIE,James Patterson,by James Patterson,,https://storage.googleapis.com/du-prd/books/images/9780316402484.jpg,323,500,https://www.amazon.com/dp/0316402486?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0316402486', 'isbn13': '9780316402484'}, {'isbn10': '0316402583', 'isbn13': '9780316402583'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316402486?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316402484?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316402484'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FALEX%2BCROSS%2BMUST%2BDIE%2FJames%2BPatterson%2F9780316402484'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780316402484'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780316402484?aff=NYT'}]",nyt://book/08b6df5e-b3d6-5aa6-b307-43e18b1c9bf1,Combined Print and E-Book Fiction
12,13,11,27,0,0,1538742578,9781538742570,Grand Central,Troubles surface when a woman looking to make a fresh start takes a job in the home of the Winchesters.,0.0,THE HOUSEMAID,Freida McFadden,by Freida McFadden,,https://storage.googleapis.com/du-prd/books/images/9781538742570.jpg,333,500,https://www.amazon.com/dp/1538742578?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1538742578', 'isbn13': '9781538742570'}, {'isbn10': '1538768542', 'isbn13': '9781538768549'}, {'isbn10': '1803144386', 'isbn13': '9781803144382'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538742578?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538742570?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538742570'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BHOUSEMAID%2FFreida%2BMcFadden%2F9781538742570'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781538742570'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781538742570?aff=NYT'}]",nyt://book/34b29640-4b8c-59a9-8cf8-470356da1e2f,Combined Print and E-Book Fiction
13,14,0,5,0,0,1728274869,9781728274867,Bloom,The first book in the Twisted series. Secrets emerge when Ava explores things with her brother’s best friend.,0.0,TWISTED LOVE,Ana Huang,by Ana Huang,,https://storage.googleapis.com/du-prd/books/images/9781728274867.jpg,324,500,https://www.amazon.com/dp/1728274869?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1728274869', 'isbn13': '9781728274867'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1728274869?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781728274867?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781728274867'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTWISTED%2BLOVE%2FAna%2BHuang%2F9781728274867'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781728274867'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781728274867?aff=NYT'}]",nyt://book/a35bd823-6ed5-5efa-81e6-a8eddc06bad9,Combined Print and E-Book Fiction
14,15,0,118,0,0,1501110365,9781501110368,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.,0.0,IT ENDS WITH US,Colleen Hoover,by Colleen Hoover,,https://storage.googleapis.com/du-prd/books/images/9781501110375.jpg,319,495,http://www.amazon.com/Ends-Us-Novel-Colleen-Hoover-ebook/dp/B0176M3U10?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1501110365', 'isbn13': '9781501110368'}, {'isbn10': '1501110373', 'isbn13': '9781501110375'}, {'isbn10': '1982143657', 'isbn13': '9781982143657'}, {'isbn10': '1508212694', 'isbn13': '9781508212690'}, {'isbn10': '1797107453', 'isbn13': '9781797107455'}, {'isbn10': '1804228206', 'isbn13': '9781804228203'}, {'isbn10': '1432899791', 'isbn13': '9781432899790'}, {'isbn10': '1668021048', 'isbn13': '9781668021040'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Ends-Us-Novel-Colleen-Hoover-ebook/dp/B0176M3U10?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781501110368?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501110368'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FIT%2BENDS%2BWITH%2BUS%2FColleen%2BHoover%2F9781501110368'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781501110368'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781501110368?aff=NYT'}]",nyt://book/e2a3545e-e9cb-5828-9d97-50a798a0e4f6,Combined Print and E-Book Fiction
0,1,2,35,0,0,0385534264,9780385534260,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,0.0,THE WAGER,David Grann,by David Grann,,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,329,500,https://www.amazon.com/dp/0385534264?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0385534264', 'isbn13': '9780385534260'}, {'isbn10': '0385534272', 'isbn13': '9780385534277'}, {'isbn10': '0307747492', 'isbn13': '9780307747495'}, {'isbn10': '0307747484', 'isbn13': '9780307747488'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0385534264?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385534260?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385534260'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BWAGER%2FDavid%2BGrann%2F9780385534260'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780385534260'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780385534260?aff=NYT'}]",nyt://book/92ec85ca-4cff-59b6-94a3-b81002bfc8e6,Combined Print and E-Book Nonfiction
1,2,1,3,0,0,0316572063,9780316572064,"Little, Brown",The former congresswoman from Wyoming recounts how she helped lead the Select Committee to Investigate the Jan. 6. Attack on the United States Capitol.,0.0,OATH AND HONOR,Liz Cheney,by Liz Cheney,,https://storage.googleapis.com/du-prd/books/images/9780316572064.jpg,323,500,https://www.amazon.com/dp/0316572063?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0316572063', 'isbn13': '9780316572064'}, {'isbn10': '031657208X', 'isbn13': '9780316572088'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316572063?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316572064?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316572064'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FOATH%2BAND%2BHONOR%2FLiz%2BCheney%2F9780316572064'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780316572064'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780316572064?aff=NYT'}]",nyt://book/dc0a4f2d-d896-5f85-93c2-5fb756999bc3,Combined Print and E-Book Nonfiction
2,3,3,9,0,0,1668009048,9781668009048,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",0.0,THE WOMAN IN ME,Britney Spears,by Britney Spears,,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,323,500,https://www.amazon.com/dp/1668009048?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1668009048', 'isbn13': '9781668009048'}, {'isbn10': '1668009064', 'isbn13': '9781668009062'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668009048?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668009048?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668009048'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BWOMAN%2BIN%2BME%2FBritney%2BSpears%2F9781668009048'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781668009048'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781668009048?aff=NYT'}]",nyt://book/7aa2df7f-692d-597b-adce-3d3688751cd4,Combined Print and E-Book Nonfiction
3,4,4,108,0,0,0307742482,9780307742483,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",0.0,KILLERS OF THE FLOWER MOON,David Grann,by David Grann,,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,326,495,https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20,,https://www.nytimes.com/2017/04/28/books/review/killers-of-the-flower-moon-david-grann.html,,,,"[{'isbn10': '0385534248', 'isbn13': '9780385534246'}, {'isbn10': '0385534256', 'isbn13': '9780385534253'}, {'isbn10': '1524755931', 'isbn13': '9781524755935'}, {'isbn10': '0307742482', 'isbn13': '9780307742483'}, {'isbn10': '1471166554', 'isbn13': '9781471166556'}, {'isbn10': '1984883860', 'isbn13': '9781984883865'}, {'isbn10': '0857209043', 'isbn13': '9780857209047'}, {'isbn10': '0593470834', 'isbn13': '9780593470831'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780307742483?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780307742483'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FKILLERS%2BOF%2BTHE%2BFLOWER%2BMOON%2FDavid%2BGrann%2F9780307742483'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780307742483'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780307742483?aff=NYT'}]",nyt://book/c5c1cd05-cdbc-5e7a-8255-1923ab4b1ceb,Combined Print and E-Book Nonfiction
4,5,7,124,0,0,0143125478,9780143125471,Penguin,The University of Washington’s eight-oar crew and their quest for gold at the 1936 Berlin Olympics.,0.0,THE BOYS IN THE BOAT,Daniel James Brown,by Daniel James Brown,,https://storage.googleapis.com/du-prd/books/images/9781101622742.jpg,323,495,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBSREV-20,,,,,,"[{'isbn10': '067002581X', 'isbn13': '9780670025817'}, {'isbn10': '0143125478', 'isbn13': '9780143125471'}, {'isbn10': '159413779X', 'isbn13': '9781594137792'}, {'isbn10': '1611761697', 'isbn13': '9781611761696'}, {'isbn10': '1410459543', 'isbn13': '9781410459541'}, {'isbn10': '0143130838', 'isbn13': '9780143130833'}, {'isbn10': '1101620137', 'isbn13': '9781101620137'}, {'isbn10': '0606393129', 'isbn13': '9780606393126'}, {'isbn10': '0143136968', 'isbn13': '9780143136965'}, {'isbn10': '0593512308', 'isbn13': '9780593512302'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780143125471?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780143125471'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BBOYS%2BIN%2BTHE%2BBOAT%2FDaniel%2BJames%2BBrown%2F9780143125471'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780143125471'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780143125471?aff=NYT'}]",nyt://book/94ffb4d1-cf56-5b40-859f-10ec5d7e3266,Combined Print and E-Book Nonfiction
5,6,6,7,0,0,0525429522,9780525429524,Viking,The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships.,0.0,MY NAME IS BARBRA,Barbra Streisand,by Barbra Streisand,,https://storage.googleapis.com/du-prd/books/images/9780525429524.jpg,329,500,https://www.amazon.com/dp/0525429522?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0525429522', 'isbn13': '9780525429524'}, {'isbn10': '0698405250', 'isbn13': '9780698405257'}, {'isbn10': '0593788443', 'isbn13': '9780593788448'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525429522?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525429524?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525429524'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FMY%2BNAME%2BIS%2BBARBRA%2FBarbra%2BStreisand%2F9780525429524'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780525429524'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780525429524?aff=NYT'}]",nyt://book/a5d80934-c28a-5a4e-996d-96e8e4b2ab01,Combined Print and E-Book Nonfiction
6,7,5,24,0,0,1250866448,9781250866448,Flatiron,"The late actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",0.0,"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,by Matthew Perry,,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,329,500,https://www.amazon.com/dp/1250866448?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250866448', 'isbn13': '9781250866448'}, {'isbn10': '1250866464', 'isbn13': '9781250866462'}, {'isbn10': '1250867061', 'isbn13': '9781250867063'}, {'isbn10': '1250866456', 'isbn13': '9781250866455'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250866448?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250866448?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250866448'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFRIENDS%252C%2BLOVERS%252C%2BAND%2BTHE%2BBIG%2BTERRIBLE%2BTHING%2FMatthew%2BPerry%2F9781250866448'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250866448'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250866448?aff=NYT'}]",nyt://book/04988f91-5b03-5eb4-ae17-89fda0e7051a,Combined Print and E-Book Nonfiction
7,8,8,15,0,0,1982181281,9781982181284,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",0.0,ELON MUSK,Walter Isaacson,by Walter Isaacson,,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,327,500,https://www.amazon.com/dp/1982181281?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1982181281', 'isbn13': '9781982181284'}, {'isbn10': '1982181303', 'isbn13': '9781982181307'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982181281?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982181284?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982181284'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FELON%2BMUSK%2FWalter%2BIsaacson%2F9781982181284'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982181284'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982181284?aff=NYT'}]",nyt://book/b6504701-7632-57ba-b6fe-8af0a840ba8e,Combined Print and E-Book Nonfiction
8,9,13,10,0,0,0593444515,9780593444511,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,0.0,PREQUEL,Rachel Maddow,by Rachel Maddow,,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,329,500,https://www.amazon.com/dp/0593444515?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593444515', 'isbn13': '9780593444511'}, {'isbn10': '0593444523', 'isbn13': '9780593444528'}, {'isbn10': '0593788672', 'isbn13': '9780593788677'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593444515?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593444511?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593444511'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FPREQUEL%2FRachel%2BMaddow%2F9780593444511'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593444511'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593444511?aff=NYT'}]",nyt://book/938e3767-419d-5898-812a-ac05c38b4685,Combined Print and E-Book Nonfiction
9,10,9,39,0,0,0593236599,9780593236598,Harmony,A look at recent scientific research on aging and longevity.,0.0,OUTLIVE,Peter Attia with Bill Gifford,by Peter Attia with Bill Gifford,,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,385,500,https://www.amazon.com/dp/0593236599?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593236599', 'isbn13': '9780593236598'}, {'isbn10': '0593236602', 'isbn13': '9780593236604'}, {'isbn10': '0593664442', 'isbn13': '9780593664445'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593236599?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593236598?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593236598'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FOUTLIVE%2FPeter%2BAttia%2Bwith%2BBill%2BGifford%2F9780593236598'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593236598'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593236598?aff=NYT'}]",nyt://book/69f6e624-4f30-59d6-8103-816d17ae5ec1,Combined Print and E-Book Nonfiction
10,11,0,26,0,0,0063076101,9780063076105,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,0.0,THE STORYTELLER,Dave Grohl,by Dave Grohl,,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,331,500,https://www.amazon.com/dp/0063076098?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0063076098', 'isbn13': '9780063076099'}, {'isbn10': '006307611X', 'isbn13': '9780063076112'}, {'isbn10': '0063076128', 'isbn13': '9780063076129'}, {'isbn10': '0063076101', 'isbn13': '9780063076105'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063076098?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063076105?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063076105'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSTORYTELLER%2FDave%2BGrohl%2F9780063076105'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780063076105'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780063076105?aff=NYT'}]",nyt://book/ee940452-3fa3-5819-b47d-75431f8f9dcb,Combined Print and E-Book Nonfiction
11,12,12,6,0,0,198486212X,9781984862129,Ten Speed,The country music legend shares stories about her favorite outfits she has worn on and off the stage.,0.0,BEHIND THE SEAMS,Dolly Parton with Holly George-Warren,by Dolly Parton with Holly George-Warren,,https://storage.googleapis.com/du-prd/books/images/9781984862129.jpg,362,500,https://www.amazon.com/dp/198486212X?tag=NYTBSREV-20,,,,,,"[{'isbn10': '198486212X', 'isbn13': '9781984862129'}, {'isbn10': '1984862138', 'isbn13': '9781984862136'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/198486212X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781984862129?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984862129'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBEHIND%2BTHE%2BSEAMS%2FDolly%2BParton%2Bwith%2BHolly%2BGeorge-Warren%2F9781984862129'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781984862129'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781984862129?aff=NYT'}]",nyt://book/a91c5e3d-391b-5f70-ab72-a1229a8cfe05,Combined Print and E-Book Nonfiction
12,13,10,173,0,0,0143127748,9780143127741,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",0.0,THE BODY KEEPS THE SCORE,Bessel van der Kolk,by Bessel van der Kolk,,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,128,193,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,,,,"[{'isbn10': '0670785938', 'isbn13': '9780670785933'}, {'isbn10': '0143127748', 'isbn13': '9780143127741'}, {'isbn10': '1469092352', 'isbn13': '9781469092355'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780143127741?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780143127741'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE%2FBessel%2Bvan%2Bder%2BKolk%2F9780143127741'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780143127741'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780143127741?aff=NYT'}]",nyt://book/e3e33e9d-0e67-5fec-b0d2-2ecddc38ce0e,Combined Print and E-Book Nonfiction
